months_driven,total_kms_driven,make,vehicle_model,year,fuel_type,last_service_type,days_until_service,kms_until_service,driver_profile,trigger
6.2,10748.2,Toyota,Corolla,2016,diesel,inspection,12,707.0,average,time
6.44,9229.6,Toyota,Corolla,2022,petrol,oil_change,18,868.3,average,time
4.32,6652.9,Maruti,Baleno,2020,petrol,inspection,54,2717.8,average,time
0.95,2698.0,Honda,Civic,2022,petrol,oil_change,91,8302.0,heavy,km
1.65,1646.5,Ford,Escape,2019,petrol,full_service,129,4193.8,light,time
4.24,2792.0,Honda,Civic,2018,hybrid,full_service,15,325.6,light,time
3.25,8903.3,Maruti,Vitara,2019,electric,inspection,248,22573.1,heavy,time
3.7,2602.4,Toyota,RAV4,2017,petrol,oil_change,49,1083.2,light,time
2.89,4850.6,Maruti,Swift,2014,diesel,brake_service,83,4597.4,average,time
0.78,1147.3,Volkswagen,Golf,2019,petrol,oil_change,169,8852.7,average,km
2.87,2311.9,Volkswagen,Golf,2013,hybrid,oil_change,81,2271.9,light,time
5.78,8598.2,Ford,Focus,2016,petrol,oil_change,25,1227.2,average,time
4.34,10123.9,Ford,Focus,2023,petrol,brake_service,11,876.1,heavy,km
2.92,3979.9,BMW,X3,2017,petrol,oil_change,96,4343.7,average,time
3.71,5037.1,Hyundai,i20,2024,diesel,oil_change,89,3979.9,average,time
1.3,3744.2,Maruti,Vitara,2014,diesel,oil_change,88,8255.8,heavy,km
0.83,1385.8,Ford,Fiesta,2016,hybrid,oil_change,152,8014.5,average,time
5.4,4228.4,Volkswagen,Golf,2019,petrol,oil_change,51,1321.6,light,time
1.19,1025.2,Hyundai,Tucson,2023,diesel,oil_change,138,3591.3,light,time
1.45,4567.0,Honda,Accord,2019,petrol,oil_change,53,5433.0,heavy,km
2.9,3697.7,Toyota,Camry,2014,petrol,inspection,76,3173.3,average,time
0.43,1359.1,Honda,CR-V,2010,petrol,oil_change,63,6640.9,heavy,km
5.48,8614.8,BMW,X3,2017,petrol,oil_change,28,1385.2,average,km
8.55,10774.5,BMW,5 Series,2022,electric,inspection,115,4754.6,average,time
4.26,6846.7,Toyota,Corolla,2010,hybrid,full_service,43,2298.6,average,time
1.56,3173.3,Honda,Civic,2020,diesel,oil_change,122,8308.1,average,time
3.51,9948.4,Maruti,Vitara,2019,petrol,inspection,1,51.6,heavy,km
5.45,5777.1,Maruti,Vitara,2021,petrol,oil_change,52,1825.1,light,time
5.95,16349.6,Toyota,RAV4,2021,diesel,oil_change,2,150.4,heavy,km
2.8,4537.7,Maruti,Baleno,2012,hybrid,inspection,92,5062.3,average,km
10.36,15783.7,Toyota,Corolla,2013,electric,inspection,19,950.9,average,time
0.98,1720.9,BMW,X3,2021,diesel,oil_change,153,9002.4,average,time
1.53,2830.9,Volkswagen,Polo,2015,diesel,brake_service,154,9169.1,average,km
2.9,7890.9,Ford,Focus,2010,petrol,full_service,1,109.1,heavy,km
5.01,4014.9,Hyundai,i20,2016,petrol,full_service,18,485.4,light,time
3.42,8756.1,Toyota,RAV4,2013,diesel,inspection,39,3243.9,heavy,km
0.62,1843.6,Toyota,RAV4,2023,petrol,oil_change,94,9156.4,heavy,km
4.47,2840.1,Toyota,Camry,2015,petrol,oil_change,60,1266.5,light,time
2.36,3690.4,Volkswagen,Tiguan,2014,diesel,full_service,90,4515.3,average,time
2.51,6350.3,BMW,3 Series,2024,electric,inspection,339,27728.7,heavy,time
3.05,4783.3,Toyota,RAV4,2022,petrol,full_service,117,6085.4,average,time
0.15,466.7,Maruti,Vitara,2013,petrol,oil_change,91,7533.3,heavy,km
0.14,343.3,Volkswagen,Tiguan,2011,petrol,inspection,116,7656.7,average,km
4.89,7856.8,Toyota,Corolla,2011,diesel,brake_service,25,1333.8,average,time
3.8,6265.3,Ford,Focus,2013,hybrid,oil_change,63,3334.7,average,km
4.19,3406.7,Toyota,Camry,2020,diesel,oil_change,33,869.0,light,time
1.75,1131.9,Ford,Escape,2010,diesel,oil_change,98,2084.8,light,time
5.73,4051.0,Ford,Focus,2010,petrol,brake_service,2,43.0,light,time
1.98,3761.7,Maruti,Baleno,2011,diesel,brake_service,115,7175.7,average,time
1.49,1366.8,BMW,X3,2013,hybrid,full_service,178,5072.6,light,time
5.01,8152.6,BMW,5 Series,2017,petrol,full_service,18,974.3,average,time
1.94,2276.1,Hyundai,i20,2023,diesel,full_service,103,3923.8,average,time
2.26,7031.4,Hyundai,Creta,2018,diesel,oil_change,78,7968.6,heavy,km
5.03,9866.9,Hyundai,Creta,2020,petrol,full_service,3,133.1,average,km
4.79,8567.6,Hyundai,i20,2016,petrol,full_service,24,1432.4,average,km
2.75,3601.9,Hyundai,Creta,2022,diesel,full_service,99,4267.0,average,time
4.13,5964.6,Toyota,Corolla,2014,petrol,oil_change,41,2035.4,average,km
0.17,534.4,Ford,Escape,2022,diesel,inspection,135,15965.6,heavy,km
0.36,974.2,Ford,Fiesta,2012,petrol,oil_change,71,7025.8,heavy,km
5.29,9157.5,Ford,Focus,2020,petrol,oil_change,16,842.5,average,km
6.13,5602.0,Ford,Escape,2014,hybrid,oil_change,18,548.4,light,time
2.09,3913.2,Ford,Focus,2022,diesel,full_service,113,6945.9,average,time
6.53,9219.4,Toyota,Camry,2017,electric,oil_change,75,3480.9,average,time
4.82,7658.3,Ford,Focus,2010,diesel,full_service,56,2929.9,average,time
2.12,6221.7,Volkswagen,Polo,2011,petrol,full_service,18,1778.3,heavy,km
5.36,6414.6,Volkswagen,Golf,2016,petrol,full_service,21,820.3,average,time
1.23,1755.0,BMW,5 Series,2022,electric,oil_change,290,13613.5,average,time
5.36,4890.7,Volkswagen,Golf,2012,diesel,oil_change,11,329.3,light,time
3.6,1765.5,Ford,Fiesta,2021,diesel,inspection,109,1893.4,light,time
11.67,21504.2,Toyota,Corolla,2016,electric,oil_change,6,360.5,average,time
2.41,3838.0,Toyota,RAV4,2012,electric,full_service,278,14212.1,average,time
0.89,2499.1,Ford,Fiesta,2020,petrol,oil_change,79,7500.9,heavy,km
2.09,1849.2,Ford,Focus,2022,petrol,oil_change,110,3230.6,light,time
1.89,1950.4,Maruti,Vitara,2018,diesel,full_service,101,3517.4,light,time
2.09,4056.5,Maruti,Swift,2020,petrol,oil_change,92,5943.5,average,km
7.47,15328.1,BMW,X3,2016,electric,oil_change,136,9143.4,heavy,time
6.73,5215.2,Honda,Civic,2011,petrol,brake_service,11,282.3,light,time
5.4,9706.2,Toyota,RAV4,2014,diesel,full_service,38,2293.8,average,km
1.81,3212.7,Honda,Accord,2018,diesel,full_service,134,7713.3,average,time
1.28,3343.0,BMW,5 Series,2016,hybrid,full_service,102,8657.0,heavy,km
8.26,12230.8,BMW,3 Series,2016,electric,full_service,103,5020.7,average,time
3.81,4493.6,Volkswagen,Tiguan,2014,petrol,full_service,76,2957.8,average,time
0.91,2175.0,Maruti,Vitara,2024,diesel,inspection,183,14325.0,heavy,km
2.07,2183.1,Volkswagen,Polo,2014,petrol,full_service,108,3798.7,average,time
4.1,5964.4,BMW,3 Series,2023,petrol,full_service,93,4423.0,average,time
1.33,2061.0,Hyundai,Tucson,2024,petrol,full_service,153,7868.2,average,time
7.25,10606.1,Toyota,RAV4,2018,electric,inspection,146,7030.7,average,time
4.74,3471.1,Honda,CR-V,2011,petrol,oil_change,36,836.8,light,time
2.78,4127.3,Maruti,Vitara,2017,petrol,full_service,73,3539.9,average,time
5.5,9373.6,Volkswagen,Polo,2010,hybrid,oil_change,4,226.4,average,km
5.51,9716.4,Volkswagen,Tiguan,2017,petrol,oil_change,2,283.6,average,km
2.3,4960.0,Ford,Fiesta,2011,petrol,full_service,42,3040.0,average,km
3.88,3104.3,Honda,Civic,2016,petrol,oil_change,41,1069.4,light,time
3.48,11555.4,Toyota,Corolla,2012,diesel,oil_change,4,444.6,heavy,km
0.8,1077.7,Hyundai,i20,2024,diesel,oil_change,149,6561.6,average,time
1.02,2891.7,Maruti,Vitara,2018,petrol,oil_change,74,7108.3,heavy,km
1.37,2580.8,Maruti,Vitara,2017,hybrid,oil_change,139,8614.0,average,time
1.78,6500.8,Maruti,Vitara,2013,petrol,brake_service,12,1499.2,heavy,km
1.06,3610.9,Maruti,Baleno,2020,petrol,full_service,60,6389.1,heavy,km
1.82,2654.1,Volkswagen,Golf,2021,hybrid,full_service,104,5101.9,average,time
3.59,2680.4,Volkswagen,Polo,2022,petrol,oil_change,59,1494.8,light,time
4.51,6610.1,BMW,X3,2024,petrol,full_service,32,1552.7,average,time
5.85,9635.2,Maruti,Swift,2014,diesel,oil_change,27,1429.0,average,time
1.95,6770.0,BMW,X3,2016,petrol,inspection,28,3230.0,heavy,km
2.05,4415.4,Hyundai,Tucson,2018,petrol,oil_change,81,5584.6,average,km
2.29,8049.1,Toyota,RAV4,2022,petrol,full_service,25,2950.9,heavy,km
4.83,10542.7,Toyota,RAV4,2022,diesel,inspection,7,493.2,average,time
2.75,1679.3,BMW,5 Series,2016,diesel,full_service,113,2340.1,light,time
2.15,2070.8,Hyundai,i20,2012,diesel,full_service,112,3528.1,light,time
7.68,5824.5,Hyundai,Tucson,2023,electric,oil_change,104,2619.0,light,time
1.63,1176.0,Maruti,Swift,2019,petrol,oil_change,126,3055.4,light,time
4.69,7718.2,Ford,Focus,2024,hybrid,oil_change,62,3336.6,average,time
7.38,6471.4,Maruti,Baleno,2024,electric,full_service,134,3854.8,light,time
4.17,10813.9,Ford,Escape,2019,diesel,inspection,49,4186.1,heavy,km
0.27,289.3,Hyundai,i20,2012,petrol,oil_change,188,5460.7,light,time
6.0,5579.2,Hyundai,Tucson,2014,electric,oil_change,117,3587.6,light,time
5.72,8757.2,Volkswagen,Golf,2015,diesel,full_service,38,1877.8,average,time
1.47,5162.0,Volkswagen,Polo,2012,hybrid,inspection,39,4438.0,heavy,km
5.4,10674.5,BMW,3 Series,2014,diesel,brake_service,21,1325.5,average,km
4.94,9061.0,Hyundai,Tucson,2018,petrol,oil_change,14,939.0,average,km
7.78,23228.9,Ford,Focus,2023,electric,full_service,122,11952.3,heavy,time
5.72,8944.1,Honda,Civic,2011,diesel,oil_change,16,829.0,average,time
3.87,2170.2,Maruti,Swift,2012,diesel,oil_change,63,1188.1,light,time
5.47,6079.0,Ford,Fiesta,2023,petrol,full_service,22,817.7,average,time
1.72,2811.1,Toyota,Corolla,2022,petrol,oil_change,127,6849.5,average,time
1.58,2686.8,Volkswagen,Golf,2012,petrol,inspection,93,5313.2,average,km
1.81,1738.3,Maruti,Vitara,2022,petrol,oil_change,136,4214.8,light,time
3.99,3253.8,Volkswagen,Golf,2015,hybrid,full_service,66,1799.9,light,time
6.92,6266.5,Toyota,Camry,2017,electric,inspection,179,5386.7,light,time
3.21,4687.2,Honda,Civic,2011,petrol,oil_change,70,3312.8,average,km
5.53,8144.4,Honda,Civic,2010,diesel,full_service,19,913.8,average,time
1.67,1153.4,Honda,CR-V,2012,petrol,inspection,112,2658.6,light,time
2.34,4353.3,Ford,Fiesta,2019,hybrid,oil_change,126,7646.7,average,km
1.52,2770.6,Honda,Civic,2010,electric,oil_change,294,17645.7,average,time
2.31,1264.4,Honda,Civic,2011,petrol,full_service,105,1958.4,light,time
2.02,6661.3,Honda,CR-V,2018,hybrid,oil_change,49,5338.7,heavy,km
2.57,9087.0,Maruti,Baleno,2017,diesel,inspection,51,5913.0,heavy,km
0.84,2425.9,Honda,Civic,2023,petrol,full_service,92,8574.1,heavy,km
4.76,8889.3,Hyundai,i20,2020,diesel,oil_change,29,1755.6,average,time
0.93,1901.1,Maruti,Vitara,2010,petrol,oil_change,88,6098.9,average,km
1.58,5048.7,Volkswagen,Tiguan,2021,hybrid,oil_change,77,8151.3,heavy,km
2.44,4340.2,Honda,Accord,2014,petrol,oil_change,61,3659.8,average,km
3.78,9541.9,Ford,Fiesta,2018,petrol,full_service,6,458.1,heavy,km
2.41,1665.2,Hyundai,Tucson,2021,petrol,full_service,129,2993.9,light,time
5.53,8416.1,Toyota,Camry,2016,diesel,oil_change,15,756.8,average,time
0.18,438.8,Honda,Civic,2021,petrol,oil_change,107,10561.2,heavy,km
1.7,6457.8,Toyota,Corolla,2010,hybrid,full_service,25,3142.2,heavy,km
4.31,6608.9,Maruti,Baleno,2012,diesel,oil_change,5,235.3,average,time
3.48,4605.0,Toyota,Camry,2020,diesel,oil_change,98,4139.5,average,time
0.72,1459.0,Hyundai,Creta,2010,petrol,oil_change,94,6541.0,average,km
2.71,1439.9,BMW,X3,2020,hybrid,oil_change,124,2117.6,light,time
11.59,18753.0,Ford,Fiesta,2017,electric,inspection,20,1049.5,average,time
0.2,290.3,Hyundai,Creta,2023,electric,full_service,404,19414.7,average,time
1.49,2651.2,Ford,Fiesta,2013,petrol,full_service,89,5348.8,average,km
0.53,1534.3,Toyota,Corolla,2011,electric,oil_change,347,32691.2,heavy,time
0.19,524.6,Toyota,Corolla,2019,electric,brake_service,308,31414.5,heavy,time
4.91,8696.2,Volkswagen,Polo,2022,petrol,oil_change,39,2303.8,heavy,km
6.97,9149.5,Ford,Fiesta,2024,petrol,full_service,22,948.3,average,time
5.42,14906.7,Maruti,Vitara,2019,diesel,full_service,0,93.3,heavy,km
1.97,3296.5,Ford,Fiesta,2023,diesel,brake_service,120,6550.3,average,time
2.36,8401.3,Toyota,RAV4,2015,diesel,oil_change,32,3598.7,heavy,km
0.29,853.1,Ford,Focus,2021,petrol,oil_change,101,10146.9,heavy,km
0.46,1438.1,Ford,Escape,2017,petrol,full_service,84,8561.9,heavy,km
4.13,6168.5,Hyundai,Creta,2018,electric,oil_change,252,12436.7,average,time
3.15,4270.0,Hyundai,i20,2015,petrol,oil_change,83,3730.0,average,km
2.43,2145.5,Ford,Focus,2021,hybrid,inspection,97,2729.5,light,time
6.11,11391.3,Hyundai,i20,2019,electric,inspection,175,10834.0,average,time
11.38,8731.8,Hyundai,Creta,2016,electric,full_service,13,326.8,light,time
5.71,17808.5,BMW,X3,2018,electric,inspection,173,17641.2,heavy,time
1.26,2064.2,Hyundai,i20,2010,petrol,oil_change,108,5935.8,average,km
3.78,6264.5,Honda,Civic,2013,hybrid,oil_change,62,3335.5,average,km
4.57,7805.0,BMW,5 Series,2016,petrol,oil_change,39,2195.0,average,km
1.18,965.7,Volkswagen,Polo,2010,petrol,inspection,135,3331.7,light,time
3.57,2138.6,Hyundai,Tucson,2022,petrol,oil_change,70,1398.4,light,time
2.9,4455.0,Honda,Accord,2019,petrol,inspection,108,5449.5,average,time
3.46,5683.2,Honda,CR-V,2016,diesel,inspection,73,3967.7,average,time
2.23,3256.5,Hyundai,Tucson,2016,petrol,oil_change,88,4200.2,average,time
1.67,1188.0,Volkswagen,Polo,2015,petrol,full_service,140,3294.7,light,time
0.48,967.6,Volkswagen,Tiguan,2011,petrol,brake_service,115,7032.4,average,km
2.69,10723.1,Ford,Escape,2016,diesel,oil_change,33,4276.9,heavy,km
3.59,5243.5,Maruti,Swift,2013,diesel,brake_service,90,4393.0,average,time
1.36,2114.5,Ford,Escape,2012,diesel,oil_change,120,6099.7,average,time
4.69,6542.1,Maruti,Swift,2019,petrol,oil_change,64,2935.2,average,time
2.83,4827.9,Volkswagen,Tiguan,2010,electric,oil_change,249,13877.2,average,time
1.88,2793.3,Ford,Fiesta,2015,diesel,full_service,117,5688.4,average,time
3.77,10606.8,Maruti,Vitara,2021,petrol,oil_change,4,393.2,heavy,km
1.44,744.7,Ford,Fiesta,2016,diesel,oil_change,84,1426.9,light,time
1.8,2610.5,Ford,Fiesta,2018,petrol,oil_change,129,6236.2,average,time
1.18,1947.3,BMW,X3,2012,diesel,full_service,134,6870.6,average,time
0.18,524.2,BMW,X3,2019,diesel,oil_change,146,14475.8,heavy,km
0.77,818.2,Maruti,Swift,2024,diesel,oil_change,145,4972.3,average,time
7.56,20952.8,Toyota,Camry,2024,electric,oil_change,93,8490.9,heavy,time
0.66,939.8,Ford,Focus,2013,petrol,full_service,148,7060.2,average,km
2.02,2946.4,BMW,5 Series,2018,diesel,oil_change,105,4913.8,average,time
1.28,4507.8,Hyundai,Tucson,2015,diesel,full_service,63,7492.2,heavy,km
0.39,443.3,Honda,Accord,2023,petrol,brake_service,167,5709.5,light,time
1.08,2200.4,BMW,5 Series,2022,diesel,full_service,132,8886.6,average,time
3.94,1930.8,Volkswagen,Tiguan,2014,diesel,full_service,71,1146.1,light,time
1.27,1070.7,Toyota,Corolla,2011,petrol,oil_change,107,2903.0,light,time
0.45,429.8,BMW,5 Series,2023,petrol,full_service,171,5737.7,average,time
4.15,6923.2,Ford,Focus,2016,petrol,brake_service,55,3031.6,average,time
3.45,4093.1,Toyota,RAV4,2017,hybrid,inspection,58,2255.3,light,time
2.03,4548.3,Honda,CR-V,2020,petrol,inspection,74,5451.7,average,km
12.7,35493.6,Maruti,Baleno,2024,electric,inspection,21,1966.9,heavy,time
0.58,1838.8,Volkswagen,Tiguan,2014,diesel,inspection,94,10161.2,heavy,km
9.68,7864.4,Toyota,RAV4,2018,electric,inspection,84,2264.5,light,time
2.33,3009.2,Ford,Escape,2012,hybrid,brake_service,120,5087.6,average,time
1.76,1464.9,BMW,3 Series,2020,hybrid,oil_change,141,3707.9,light,time
3.06,6054.3,Volkswagen,Golf,2020,petrol,full_service,62,3945.7,average,km
0.52,859.2,Ford,Fiesta,2010,petrol,inspection,142,7140.8,average,km
7.11,6999.7,BMW,X3,2023,petrol,brake_service,5,155.7,light,time
3.18,6024.8,Hyundai,Creta,2021,petrol,brake_service,66,4112.6,average,time
5.61,10434.4,Hyundai,Tucson,2011,diesel,oil_change,11,662.2,average,time
1.51,1153.1,BMW,X3,2011,petrol,brake_service,146,3544.3,light,time
3.03,6785.8,Volkswagen,Polo,2022,petrol,brake_service,56,4214.2,heavy,km
0.8,1075.0,Honda,Accord,2022,petrol,brake_service,188,8790.8,average,time
2.63,2564.2,Maruti,Vitara,2016,petrol,inspection,93,2945.8,light,time
1.59,1332.0,Toyota,Camry,2021,petrol,full_service,129,3779.5,light,time
5.62,12779.8,Hyundai,i20,2019,diesel,brake_service,11,836.6,average,time
1.02,1371.3,Honda,Accord,2020,petrol,oil_change,116,5195.5,average,time
4.47,6469.4,Volkswagen,Tiguan,2013,petrol,oil_change,33,1530.6,average,km
1.52,2372.6,BMW,3 Series,2018,petrol,oil_change,110,5622.4,average,time
0.63,1052.7,Volkswagen,Golf,2019,petrol,oil_change,156,8710.0,average,time
1.63,1927.0,BMW,5 Series,2023,diesel,full_service,170,6369.8,average,time
3.42,5588.5,Hyundai,Creta,2012,petrol,oil_change,46,2411.5,average,km
0.57,529.9,Honda,CR-V,2024,petrol,full_service,174,5236.9,light,time
0.3,478.3,Volkswagen,Golf,2014,diesel,oil_change,172,8919.9,average,time
3.15,8475.1,Ford,Escape,2016,petrol,full_service,16,1524.9,heavy,km
0.35,1168.2,Honda,Accord,2020,electric,oil_change,338,40081.1,heavy,time
3.21,5467.7,BMW,X3,2014,diesel,oil_change,54,3047.4,average,time
7.96,10931.6,Volkswagen,Tiguan,2022,electric,oil_change,178,7984.4,average,time
0.52,1837.6,BMW,X3,2021,petrol,oil_change,81,9162.4,heavy,km
9.25,7301.0,Hyundai,Creta,2012,electric,oil_change,33,849.0,light,time
5.45,14871.6,Honda,Accord,2020,diesel,oil_change,1,128.4,heavy,km
0.55,1773.1,Hyundai,i20,2021,petrol,oil_change,85,9226.9,heavy,km
0.49,1249.6,Toyota,RAV4,2013,diesel,inspection,130,10750.4,heavy,km
1.97,7518.2,BMW,X3,2019,diesel,oil_change,60,7481.8,heavy,km
3.36,11083.5,Maruti,Vitara,2014,diesel,oil_change,8,916.5,heavy,km
5.75,10318.7,Hyundai,Creta,2011,diesel,oil_change,16,937.1,average,time
2.23,1803.1,Hyundai,Tucson,2024,diesel,full_service,91,2441.3,light,time
5.14,6277.7,Toyota,Camry,2024,petrol,oil_change,51,2054.1,average,time
0.3,424.0,BMW,5 Series,2015,diesel,brake_service,187,9626.1,average,time
3.39,3072.2,Ford,Escape,2011,diesel,oil_change,84,2519.3,light,time
1.3,4717.4,Maruti,Vitara,2013,hybrid,full_service,40,4882.6,heavy,km
2.55,3354.7,BMW,5 Series,2012,petrol,full_service,112,4645.3,average,km
3.75,2265.9,Honda,Accord,2020,diesel,oil_change,66,1319.2,light,time
4.96,4778.6,BMW,X3,2016,petrol,inspection,38,1201.6,light,time
2.65,1930.2,Maruti,Swift,2012,hybrid,oil_change,131,3066.7,light,time
0.82,2265.2,Ford,Escape,2018,petrol,oil_change,84,7734.8,heavy,km
2.97,4624.8,Ford,Focus,2020,diesel,inspection,89,4517.4,average,time
3.08,3281.7,BMW,3 Series,2015,petrol,brake_service,69,2427.7,light,time
3.94,7549.9,Ford,Focus,2020,petrol,oil_change,38,2450.1,average,km
1.18,2988.4,BMW,3 Series,2020,diesel,inspection,140,12011.6,heavy,km
0.55,1534.1,BMW,X3,2020,diesel,full_service,140,13465.9,heavy,km
3.91,9377.0,Honda,Accord,2010,hybrid,oil_change,4,223.0,heavy,km
0.25,344.7,Toyota,Camry,2013,hybrid,brake_service,177,8127.7,average,time
4.42,7316.2,BMW,X3,2014,hybrid,inspection,41,2283.8,average,km
0.77,1084.3,Ford,Escape,2022,petrol,oil_change,163,7926.3,average,time
2.62,7178.1,Maruti,Swift,2014,petrol,oil_change,9,821.9,heavy,km
6.25,7088.6,Maruti,Baleno,2019,electric,full_service,184,6867.0,average,time
1.85,3470.3,Volkswagen,Golf,2014,diesel,inspection,135,7986.7,average,time
2.34,6685.0,Hyundai,i20,2014,petrol,inspection,14,1315.0,heavy,km
4.93,12339.0,Hyundai,Tucson,2021,hybrid,inspection,11,861.0,heavy,km
0.13,406.4,Toyota,Camry,2017,diesel,oil_change,134,14593.6,heavy,km
3.0,9409.4,Maruti,Baleno,2016,petrol,oil_change,5,590.6,heavy,km
6.1,9946.9,BMW,X3,2017,diesel,brake_service,14,753.4,average,time
3.7,6735.8,Hyundai,Creta,2013,petrol,brake_service,22,1264.2,average,km
5.17,8576.7,Ford,Escape,2013,diesel,full_service,11,615.2,average,time
1.94,1962.0,Honda,CR-V,2021,petrol,oil_change,122,3906.8,light,time
4.04,4266.5,Toyota,RAV4,2021,diesel,full_service,77,2667.3,average,time
4.86,11591.5,Honda,CR-V,2022,diesel,full_service,21,1616.1,heavy,time
2.7,1803.6,Honda,Civic,2013,hybrid,oil_change,95,2108.1,light,time
0.24,607.4,Volkswagen,Tiguan,2024,diesel,oil_change,184,15149.0,heavy,time
5.12,7371.2,Volkswagen,Golf,2018,petrol,oil_change,27,1308.4,average,time
3.22,2733.4,BMW,5 Series,2024,petrol,full_service,113,3076.6,light,time
0.33,1091.6,BMW,X3,2019,diesel,oil_change,131,13908.4,heavy,km
0.91,2846.5,BMW,5 Series,2024,diesel,full_service,136,13653.5,heavy,km
0.86,1529.6,Honda,Accord,2011,petrol,full_service,106,6470.4,average,km
4.24,13625.7,Toyota,Corolla,2019,diesel,oil_change,13,1374.3,heavy,km
2.4,7344.8,BMW,3 Series,2017,diesel,oil_change,76,7655.2,heavy,km
1.78,3248.1,Honda,Civic,2011,diesel,brake_service,108,6481.5,average,time
5.41,9836.8,Honda,Accord,2016,petrol,full_service,3,163.2,average,km
1.66,2949.7,Honda,Civic,2019,petrol,full_service,123,7050.3,average,km
2.9,8962.3,Hyundai,Creta,2019,petrol,full_service,11,1037.7,heavy,km
8.86,15327.5,Hyundai,i20,2015,electric,full_service,77,4348.2,average,time
4.72,2870.8,Toyota,Camry,2021,diesel,inspection,39,786.2,light,time
2.79,2101.2,Volkswagen,Golf,2018,hybrid,oil_change,85,2097.3,light,time
1.87,2924.0,Ford,Focus,2011,petrol,oil_change,103,5076.0,average,km
4.77,5941.9,Hyundai,i20,2019,petrol,oil_change,38,1594.1,average,time
4.54,3317.3,Toyota,Camry,2012,petrol,oil_change,33,820.6,light,time
2.24,3046.7,BMW,5 Series,2016,hybrid,brake_service,114,4972.8,average,time
1.96,3483.6,Maruti,Vitara,2017,petrol,inspection,113,6516.4,average,km
3.57,6957.3,Volkswagen,Golf,2020,petrol,full_service,47,3042.7,average,km
0.83,2388.5,Honda,Accord,2020,diesel,oil_change,140,12611.5,heavy,km
3.89,5004.3,Honda,Accord,2013,petrol,full_service,58,2453.5,average,time
5.11,8510.9,Honda,CR-V,2024,hybrid,full_service,5,271.2,average,time
3.25,6582.5,Toyota,Corolla,2017,diesel,inspection,65,4311.8,heavy,time
1.63,3365.5,Hyundai,Creta,2020,petrol,oil_change,95,6634.5,heavy,km
3.37,6333.9,Honda,Civic,2018,hybrid,full_service,66,4090.4,heavy,time
2.54,4498.1,Volkswagen,Tiguan,2014,petrol,oil_change,61,3501.9,average,km
9.87,38454.9,Maruti,Vitara,2024,electric,brake_service,16,2054.8,heavy,time
2.81,8381.9,Volkswagen,Polo,2021,hybrid,inspection,46,4818.1,heavy,km
2.0,6790.3,Toyota,RAV4,2017,hybrid,oil_change,46,5209.7,heavy,km
2.74,5585.5,Maruti,Baleno,2011,petrol,full_service,35,2414.5,average,km
5.63,5158.1,Maruti,Baleno,2014,petrol,full_service,43,1310.8,light,time
4.84,7147.6,Volkswagen,Polo,2012,petrol,full_service,19,852.4,average,km
3.07,3455.8,Hyundai,i20,2021,petrol,inspection,101,3745.1,average,time
0.23,168.0,Ford,Fiesta,2019,petrol,full_service,171,4603.0,average,time
0.18,501.1,BMW,3 Series,2015,diesel,full_service,97,11498.9,heavy,km
5.17,4786.8,Hyundai,Tucson,2021,diesel,oil_change,51,1511.3,light,time
5.26,6895.6,Hyundai,i20,2018,petrol,oil_change,17,741.7,average,time
2.51,4856.9,Ford,Escape,2013,electric,oil_change,239,15402.1,average,time
4.97,8738.5,Volkswagen,Golf,2021,diesel,oil_change,23,1317.6,average,time
4.25,8455.4,Hyundai,i20,2010,diesel,oil_change,42,2747.9,average,time
5.59,10518.2,Maruti,Baleno,2022,petrol,oil_change,7,481.8,average,km
4.74,4461.3,Honda,Civic,2024,petrol,oil_change,43,1345.2,light,time
1.59,2688.1,Maruti,Vitara,2015,petrol,oil_change,92,5311.9,average,km
1.22,1937.6,Hyundai,i20,2020,petrol,full_service,106,5517.6,average,time
3.14,6242.5,BMW,5 Series,2012,diesel,full_service,81,5207.0,average,time
5.25,8809.5,Honda,CR-V,2010,hybrid,oil_change,14,790.5,average,km
1.47,1550.1,Volkswagen,Golf,2014,diesel,inspection,106,3833.6,average,time
1.93,1611.2,BMW,3 Series,2023,petrol,oil_change,74,2013.2,light,time
0.18,700.0,Toyota,RAV4,2021,petrol,inspection,83,10300.0,heavy,km
4.45,6646.3,BMW,X3,2018,petrol,full_service,61,3003.7,average,time
3.89,6721.5,Honda,CR-V,2013,electric,oil_change,265,14831.8,average,time
0.18,446.5,BMW,X3,2020,petrol,full_service,98,9553.5,heavy,km
6.91,8611.6,Hyundai,Creta,2011,electric,full_service,162,6719.0,average,time
0.44,454.3,Maruti,Swift,2012,petrol,oil_change,148,4936.1,light,time
10.86,15551.4,BMW,5 Series,2017,electric,full_service,64,3007.1,average,time
6.06,11904.6,Toyota,Corolla,2010,electric,inspection,198,12805.3,average,time
2.29,1408.8,Honda,Accord,2014,diesel,full_service,141,2879.5,light,time
1.98,3762.1,BMW,5 Series,2011,diesel,inspection,113,6934.9,average,time
2.78,4627.6,Maruti,Swift,2023,petrol,oil_change,73,4044.5,average,time
2.73,5643.0,Toyota,Camry,2011,diesel,oil_change,93,6357.0,average,km
9.4,11610.9,Ford,Focus,2024,electric,full_service,105,4245.5,average,time
2.09,4701.0,Hyundai,Tucson,2015,hybrid,brake_service,67,4899.0,average,km
4.66,9556.3,Toyota,Camry,2024,petrol,inspection,20,1443.7,heavy,km
1.19,3918.7,BMW,X3,2013,electric,full_service,321,34491.2,heavy,time
